,address,amount,percentOfTotal
470,9huogZTshTkHsosCdBArzhdf74AHpYxDzGWaeUxyJKDwB5BDLhn,128.28,3.207e-05
471,9hmPbT4RYW3TPwFrQQWx7UK5hMSYqoMSEhj4dxoaxwuCDDph6nA,127.38000000000001,3.1845e-05
472,9eZp74TJZY2Gzcraw3sSA2rwt92z794C5KZ6axx1J7Qh3vFDbbh,126.87,3.17175e-05
473,9hXYGoLmATKjKpcQbia6imYhKEorSHAmfw9mEmsHzM1DEkdea8k,126.55,3.16375e-05
474,9fTeGYXd1gDs6TUMzP4CW3gSSNJgbLRjPMsBkanfsY24cAwDk6X,125.72,3.143e-05
475,9gNtrKXQDVxSzUP2C2RyiLbjYkc7WxAMvve23S23TyBmWXX6hSW,124.96000000000001,3.124e-05
476,9h9hiGrSGYnRPqoRQoVcRRGtvKi3vFRvLtCC4Frq2h5UxJQnJ1t,124.72,3.118e-05
477,9hPjkYKNomekDcCxoDJHdfQsviohnv5y53rbE6mwzWPE3vP6G6o,124.03,3.10075e-05
478,9h7tDdtoogPzVvFNdYEGUxaee2Wtz4JzMj5PQJ6vc4nXu9LqYPb,120.33,3.00825e-05
479,9foNpE6BF2zAi42zmj2cYiT82WTRRN5RuT6TyNZhXgPffSvhS4z,103.66,2.5915e-05
480,9eia8RpEKJ21tyfXaiAMvbxGQ4SqJPXe9vtiPMXf2mt3oHPvpWe,101.67,2.54175e-05
481,9hp1xXVF8VXkYEHdgvTJK7XSEW1vckcKqWx8JTHsAwwGzHH9hxq,101.2,2.53e-05
482,9fgxG4aMpc5FGJfxRRPDvqTq9Y9WiBcZLsg5d6czamX5XuNKM5g,100.66,2.5165e-05
483,9hgXREazgEvdMrGiiN9LT5TjR87LYDAatoqbJYbtoAmi5YkRodJ,100.0,2.5e-05
484,9i9eyjvBiPVdApCvDquuUaqkaJgeuatSdEQERMcgLkZgJFmrvEu,100.0,2.5e-05
485,9h5MupKo6CSGZuhhvxRGJedR2g47y7HWtNyBfqgqZrrsRdYAmZ1,100.0,2.5e-05
486,9g5G5FsjmY2YqkRC24TFiQ7BrZ2E4VnMpKHX4cjBvJqh5ifA5mq,99.43,2.48575e-05
487,9hrnR5BJ535Tdaa5o2F6t2x8CuTtAZwpevGyzPun7m3tVLLJfyx,94.15,2.35375e-05
488,9evGKMT4SkjxcnYNjWaeTEaU2TwNWPnjqVoicoHuDuchcAREhVV,89.35000000000001,2.23375e-05
489,9hpYvboA9nvLRxBHTT66ABK7S6k4wxw3G8wDEJCLRAKF772pB8n,88.33,2.20825e-05
490,9es2vtaz1SyudVyPfYc6YeNJtUXkUn6J3ScjkQFWdrrGb69PSJc,86.0,2.15e-05
491,9iAq4aCUr7Q6GD6SK8c12LAiqdR2Eso5AqCMQe3SizZXW9Bu56M,85.84,2.146e-05
